defect_type,image_name,image_path,anomaly_score,label,is_anomaly
good,015,datasets/mvtec_anomaly_detection/carpet/test/good/015.png,251.148849,0,Normal
good,012,datasets/mvtec_anomaly_detection/carpet/test/good/012.png,248.849228,0,Normal
good,016,datasets/mvtec_anomaly_detection/carpet/test/good/016.png,248.675629,0,Normal
good,018,datasets/mvtec_anomaly_detection/carpet/test/good/018.png,246.503540,0,Normal
good,014,datasets/mvtec_anomaly_detection/carpet/test/good/014.png,244.422821,0,Normal
metal_contamination,000,datasets/mvtec_anomaly_detection/carpet/test/metal_contamination/000.png,244.401535,1,Anomaly
good,023,datasets/mvtec_anomaly_detection/carpet/test/good/023.png,243.878723,0,Normal
good,022,datasets/mvtec_anomaly_detection/carpet/test/good/022.png,242.645721,0,Normal
good,013,datasets/mvtec_anomaly_detection/carpet/test/good/013.png,242.155502,0,Normal
good,024,datasets/mvtec_anomaly_detection/carpet/test/good/024.png,241.660980,0,Normal
good,005,datasets/mvtec_anomaly_detection/carpet/test/good/005.png,238.828247,0,Normal
good,002,datasets/mvtec_anomaly_detection/carpet/test/good/002.png,238.605087,0,Normal
good,010,datasets/mvtec_anomaly_detection/carpet/test/good/010.png,237.941742,0,Normal
good,025,datasets/mvtec_anomaly_detection/carpet/test/good/025.png,236.762573,0,Normal
good,027,datasets/mvtec_anomaly_detection/carpet/test/good/027.png,234.103027,0,Normal
good,021,datasets/mvtec_anomaly_detection/carpet/test/good/021.png,230.447189,0,Normal
good,001,datasets/mvtec_anomaly_detection/carpet/test/good/001.png,227.316696,0,Normal
