defect_type,image_name,image_path,anomaly_score,label,is_anomaly
poke,010,datasets/mvtec_anomaly_detection/leather/test/poke/010.png,3.715841,1,Anomaly
poke,002,datasets/mvtec_anomaly_detection/leather/test/poke/002.png,3.678329,1,Anomaly
poke,017,datasets/mvtec_anomaly_detection/leather/test/poke/017.png,3.678276,1,Anomaly
poke,014,datasets/mvtec_anomaly_detection/leather/test/poke/014.png,3.662818,1,Anomaly
fold,003,datasets/mvtec_anomaly_detection/leather/test/fold/003.png,3.651465,1,Anomaly
fold,012,datasets/mvtec_anomaly_detection/leather/test/fold/012.png,3.649443,1,Anomaly
poke,006,datasets/mvtec_anomaly_detection/leather/test/poke/006.png,3.597023,1,Anomaly
poke,000,datasets/mvtec_anomaly_detection/leather/test/poke/000.png,3.582099,1,Anomaly
glue,016,datasets/mvtec_anomaly_detection/leather/test/glue/016.png,3.526567,1,Anomaly
fold,013,datasets/mvtec_anomaly_detection/leather/test/fold/013.png,3.451622,1,Anomaly
glue,004,datasets/mvtec_anomaly_detection/leather/test/glue/004.png,3.394967,1,Anomaly
cut,010,datasets/mvtec_anomaly_detection/leather/test/cut/010.png,3.390104,1,Anomaly
cut,002,datasets/mvtec_anomaly_detection/leather/test/cut/002.png,2.996647,1,Anomaly
good,029,datasets/mvtec_anomaly_detection/leather/test/good/029.png,2.570189,0,Normal
good,018,datasets/mvtec_anomaly_detection/leather/test/good/018.png,2.356286,0,Normal
good,030,datasets/mvtec_anomaly_detection/leather/test/good/030.png,2.202253,0,Normal
good,031,datasets/mvtec_anomaly_detection/leather/test/good/031.png,2.133289,0,Normal
good,014,datasets/mvtec_anomaly_detection/leather/test/good/014.png,2.009131,0,Normal
good,005,datasets/mvtec_anomaly_detection/leather/test/good/005.png,1.886446,0,Normal
good,013,datasets/mvtec_anomaly_detection/leather/test/good/013.png,1.848916,0,Normal
good,008,datasets/mvtec_anomaly_detection/leather/test/good/008.png,1.802409,0,Normal
good,024,datasets/mvtec_anomaly_detection/leather/test/good/024.png,1.709949,0,Normal
good,023,datasets/mvtec_anomaly_detection/leather/test/good/023.png,1.706953,0,Normal
good,025,datasets/mvtec_anomaly_detection/leather/test/good/025.png,1.679073,0,Normal
good,001,datasets/mvtec_anomaly_detection/leather/test/good/001.png,1.664175,0,Normal
good,022,datasets/mvtec_anomaly_detection/leather/test/good/022.png,1.661284,0,Normal
good,028,datasets/mvtec_anomaly_detection/leather/test/good/028.png,1.657193,0,Normal
good,006,datasets/mvtec_anomaly_detection/leather/test/good/006.png,1.655517,0,Normal
good,010,datasets/mvtec_anomaly_detection/leather/test/good/010.png,1.501957,0,Normal
good,012,datasets/mvtec_anomaly_detection/leather/test/good/012.png,1.450786,0,Normal
good,020,datasets/mvtec_anomaly_detection/leather/test/good/020.png,1.334419,0,Normal
good,000,datasets/mvtec_anomaly_detection/leather/test/good/000.png,1.313125,0,Normal
good,009,datasets/mvtec_anomaly_detection/leather/test/good/009.png,1.090664,0,Normal
