defect_type,image_name,image_path,anomaly_score,label,is_anomaly
contamination,017,datasets/mvtec_anomaly_detection/pill/test/contamination/017.png,215.387634,1,Anomaly
crack,021,datasets/mvtec_anomaly_detection/pill/test/crack/021.png,214.955002,1,Anomaly
contamination,006,datasets/mvtec_anomaly_detection/pill/test/contamination/006.png,214.588135,1,Anomaly
crack,011,datasets/mvtec_anomaly_detection/pill/test/crack/011.png,213.929489,1,Anomaly
color,017,datasets/mvtec_anomaly_detection/pill/test/color/017.png,213.589478,1,Anomaly
scratch,023,datasets/mvtec_anomaly_detection/pill/test/scratch/023.png,213.571106,1,Anomaly
contamination,020,datasets/mvtec_anomaly_detection/pill/test/contamination/020.png,213.285568,1,Anomaly
scratch,008,datasets/mvtec_anomaly_detection/pill/test/scratch/008.png,212.842499,1,Anomaly
combined,012,datasets/mvtec_anomaly_detection/pill/test/combined/012.png,212.173264,1,Anomaly
faulty_imprint,014,datasets/mvtec_anomaly_detection/pill/test/faulty_imprint/014.png,211.804977,1,Anomaly
contamination,012,datasets/mvtec_anomaly_detection/pill/test/contamination/012.png,211.638519,1,Anomaly
contamination,005,datasets/mvtec_anomaly_detection/pill/test/contamination/005.png,210.623138,1,Anomaly
faulty_imprint,003,datasets/mvtec_anomaly_detection/pill/test/faulty_imprint/003.png,209.080292,1,Anomaly
scratch,011,datasets/mvtec_anomaly_detection/pill/test/scratch/011.png,208.870346,1,Anomaly
crack,016,datasets/mvtec_anomaly_detection/pill/test/crack/016.png,208.622742,1,Anomaly
crack,023,datasets/mvtec_anomaly_detection/pill/test/crack/023.png,207.774582,1,Anomaly
crack,017,datasets/mvtec_anomaly_detection/pill/test/crack/017.png,207.100098,1,Anomaly
faulty_imprint,000,datasets/mvtec_anomaly_detection/pill/test/faulty_imprint/000.png,206.996689,1,Anomaly
crack,000,datasets/mvtec_anomaly_detection/pill/test/crack/000.png,206.960449,1,Anomaly
faulty_imprint,004,datasets/mvtec_anomaly_detection/pill/test/faulty_imprint/004.png,206.672211,1,Anomaly
faulty_imprint,002,datasets/mvtec_anomaly_detection/pill/test/faulty_imprint/002.png,206.426193,1,Anomaly
scratch,016,datasets/mvtec_anomaly_detection/pill/test/scratch/016.png,206.249146,1,Anomaly
crack,009,datasets/mvtec_anomaly_detection/pill/test/crack/009.png,206.013428,1,Anomaly
crack,007,datasets/mvtec_anomaly_detection/pill/test/crack/007.png,205.601044,1,Anomaly
color,007,datasets/mvtec_anomaly_detection/pill/test/color/007.png,202.950043,1,Anomaly
crack,010,datasets/mvtec_anomaly_detection/pill/test/crack/010.png,202.944992,1,Anomaly
good,017,datasets/mvtec_anomaly_detection/pill/test/good/017.png,202.318939,0,Normal
good,019,datasets/mvtec_anomaly_detection/pill/test/good/019.png,199.273178,0,Normal
crack,020,datasets/mvtec_anomaly_detection/pill/test/crack/020.png,199.222931,1,Anomaly
crack,024,datasets/mvtec_anomaly_detection/pill/test/crack/024.png,198.987915,1,Anomaly
crack,014,datasets/mvtec_anomaly_detection/pill/test/crack/014.png,196.383179,1,Anomaly
good,003,datasets/mvtec_anomaly_detection/pill/test/good/003.png,194.726532,0,Normal
good,021,datasets/mvtec_anomaly_detection/pill/test/good/021.png,194.625961,0,Normal
good,002,datasets/mvtec_anomaly_detection/pill/test/good/002.png,192.129562,0,Normal
good,007,datasets/mvtec_anomaly_detection/pill/test/good/007.png,191.873505,0,Normal
good,005,datasets/mvtec_anomaly_detection/pill/test/good/005.png,191.187988,0,Normal
crack,008,datasets/mvtec_anomaly_detection/pill/test/crack/008.png,188.987854,1,Anomaly
good,013,datasets/mvtec_anomaly_detection/pill/test/good/013.png,188.211609,0,Normal
good,015,datasets/mvtec_anomaly_detection/pill/test/good/015.png,187.319305,0,Normal
good,022,datasets/mvtec_anomaly_detection/pill/test/good/022.png,186.818848,0,Normal
good,008,datasets/mvtec_anomaly_detection/pill/test/good/008.png,186.248383,0,Normal
good,020,datasets/mvtec_anomaly_detection/pill/test/good/020.png,183.506500,0,Normal
